Player Full Name,Birth Date,Year Start,Year End,Position,Height (ft 1/2),Height (inches 2/2),Height (in cm),Wingspan (in cm),Standing Reach (in cm),Hand Length (in inches),Hand Width (in inches),Weight (in lb),Body Fat (%),College
Ben McDonald,7/20/62,1986,1989,F,6,8,203.2,,,,,210,,"University of California, Irvine"
Ben McLemore,2/11/93,2014,2018,G,6,5,195.6,202.6,255.3,8.75,9.5,195,5.0%,University of Kansas
Ben Poquette,5/7/55,1978,1987,F-C,6,9,205.7,,,,,235,,Central Michigan University
Ben Schadler,3/9/24,1948,1948,F,6,0,182.9,,,,,185,,Northwestern University
Ben Scharnus,12/11/17,1947,1949,F,6,2,188.0,,,,,173,,Seton Hall University
Ben Simmons,7/20/96,2018,2018,G-F,6,10,208.3,,,,,230,,Louisiana State University
Ben Uzoh,3/19/88,2011,2012,G,6,3,190.5,,,,,205,,University of Tulsa
Ben Wallace,9/10/74,1997,2012,F-C,6,9,205.7,,,,,240,,Virginia Union University
Ben Warley,9/4/36,1963,1970,F-G,6,5,195.6,,,,,200,,Tennessee State University
Bennie Swain,12/16/33,1959,1959,F,6,8,203.2,,,,,220,,Texas Southern University
Beno Udrih,7/5/82,2005,2017,G,6,3,190.5,194.3,248.9,,,205,9.3%,
Benoit Benjamin,11/22/64,1986,2000,C,7,0,213.4,,,,,250,,Creighton University
Bernard James,2/7/85,2013,2015,C,6,10,208.3,221.0,275.6,9,9.25,240,5.0%,Florida State University
Bernard King,12/4/56,1978,1993,F,6,7,200.7,196.9,250.2,,,205,12.9%,University of Tennessee
Bernard Robinson,12/26/80,2005,2007,G-F,6,6,198.1,208.3,259.1,,,210,6.0%,University of Michigan
Bernard Thompson,8/30/62,1985,1989,F-G,6,6,198.1,,,,,210,,"California State University, Fresno"
Bernard Toone,7/14/56,1980,1980,F,6,9,205.7,,,,,210,,Marquette University
Bernie Fryer,12/25/49,1974,1975,G,6,3,190.5,,,,,185,,Brigham Young University
Bernie Harris,11/26/50,1975,1975,F,6,10,208.3,,,,,200,,Virginia Commonwealth University
Bernie Williams,12/30/45,1970,1974,G,6,3,190.5,,,,,175,,La Salle University
Bert Cook,4/26/29,1955,1955,G-F,6,3,190.5,,,,,185,,Utah State University
Bevo Nordmann,12/11/39,1962,1965,C,6,10,208.3,,,,,225,,Saint Louis University
Bill Allen,12/31/99,1968,1968,C-F,6,8,203.2,,,,,205,,New Mexico State University
Bill Bolger,8/21/31,1954,1954,F,6,5,195.6,,,,,205,,Georgetown University
Bill Bradley,7/28/43,1968,1968,G,5,11,180.3,,,,,165,,
Bill Bradley,7/28/43,1968,1977,F-G,6,5,195.6,,,,,205,,Princeton University
Bill Bridges,4/4/39,1963,1975,F-C,6,6,198.1,,,,,228,,University of Kansas
Bill Buntin,5/5/42,1966,1966,C-F,6,7,200.7,,,,,250,,University of Michigan
Bill Bunting,8/26/47,1970,1972,F-C,6,8,203.2,,,,,200,,University of North Carolina
Bill Calhoun,11/4/27,1949,1955,F-G,6,3,190.5,,,,,180,,City College of San Francisco
Bill Cartwright,7/30/57,1980,1995,C,7,1,215.9,,,,,245,,University of San Francisco
Bill Chamberlain,12/16/49,1973,1974,F,6,6,198.1,,,,,188,,University of North Carolina
Bill Closs,1/8/22,1950,1952,F-C,6,5,195.6,,,,,195,,Rice University
Bill Crow,12/9/40,1968,1968,G,6,1,185.4,,,,,180,,Westminster College of Utah
Bill Curley,5/29/72,1995,2001,F,6,9,205.7,,,,,220,,Boston College
Bill Davis,10/3/20,1947,1947,F,6,3,190.5,,,,,215,,University of Notre Dame
Bill Dinwiddie,7/15/43,1968,1972,F,6,7,200.7,,,,,220,,New Mexico Highlands University
Bill Downey,11/11/23,1948,1948,C,6,6,198.1,,,,,210,,Marquette University
Bill Ebben,10/7/35,1958,1958,G,6,4,193.0,,,,,190,,University of Detroit Mercy
Bill Edwards,9/22/71,1994,1994,F,6,8,203.2,,,,,215,,Wright State University
Bill Gabor,5/13/22,1950,1955,G-F,5,11,180.3,,,,,170,,Syracuse University
Bill Gaines,3/10/46,1969,1969,G,6,4,193.0,,,,,185,,East Texas State University
Bill Garner,6/17/40,1968,1968,C,6,10,208.3,,,,,220,,University of Portland
Bill Garnett,4/22/60,1983,1986,F,6,9,205.7,,,,,225,,University of Wyoming
Bill Hanzlik,12/6/57,1981,1990,G-F,6,7,200.7,,,,,185,,University of Notre Dame
Bill Henry,12/27/24,1949,1950,C,6,9,205.7,,,,,215,,Rice University
Bill Herman,5/17/24,1950,1950,G,6,3,190.5,,,,,170,,Mount Union College
Bill Hewitt,8/8/44,1969,1975,F,6,7,200.7,,,,,210,,University of Southern California
Bill Higgins,12/15/52,1975,1975,G,6,2,188.0,,,,,180,,Ashland University
Bill Hosket,12/20/46,1969,1972,F-C,6,8,203.2,,,,,225,,Ohio State University
Bill Jones,3/18/66,1989,1989,F,6,7,200.7,,,,,175,,University of Iowa
Bill Keller,8/30/47,1970,1976,G,5,10,177.8,,,,,177,,Purdue University
Bill Laimbeer,5/19/57,1981,1994,C,6,11,210.8,,,,,245,,University of Notre Dame
Bill Ligon,5/29/52,1975,1975,G,6,4,193.0,,,,,180,,Vanderbilt University
Bill Martin,8/16/62,1986,1988,F,6,7,200.7,,,,,205,,Georgetown University
Bill Mayfield,10/17/57,1981,1981,F,6,7,200.7,,,,,205,,University of Iowa
Bill McGill,9/16/39,1963,1970,C-F,6,9,205.7,,,,,225,,University of Utah
Bill Melchionni,10/19/44,1967,1976,G,6,1,185.4,,,,,165,,Villanova University
Bill Meyer,8/30/43,1968,1968,G,6,3,190.5,,,,,195,,Hiram College
Bill Miller,11/24/24,1949,1949,F,6,3,190.5,,,,,190,,University of North Carolina
Bill Mlkvy,1/19/31,1953,1953,F,6,4,193.0,,,,,190,,Temple University
Bill Newton,12/22/50,1973,1974,C,6,9,205.7,,,,,220,,Louisiana State University
Bill Roberts,3/13/25,1949,1950,C,6,9,205.7,,,,,210,,University of Wyoming
Bill Robinzine,1/20/53,1976,1982,F,6,7,200.7,,,,,230,,DePaul University
Bill Russell,2/12/34,1957,1969,C,6,10,208.3,,,,,215,,University of San Francisco
Bill Sharman,5/25/26,1951,1961,G,6,1,185.4,,,,,175,,University of Southern California
Bill Smith,4/26/39,1962,1962,G-F,6,5,195.6,,,,,190,,Saint Peter's College
Bill Stricker,1/22/48,1971,1971,F,6,9,205.7,,,,,210,,University of the Pacific
Bill Thieben,3/28/35,1957,1958,F-C,6,7,200.7,,,,,215,,Hofstra University
Bill Tosheff,6/2/26,1952,1954,G,6,1,185.4,,,,,175,,Indiana University
Bill Turner,2/18/44,1968,1973,F,6,7,200.7,,,,,220,,University of Akron
Bill Walton,11/5/52,1975,1987,C-F,6,11,210.8,,,,,210,,"University of California, Los Angeles"
Bill Wennington,4/26/63,1986,2000,C,7,0,213.4,,,,,245,,St. John's University
Bill Willoughby,5/20/57,1976,1984,F-C,6,8,203.2,,,,,205,,
Bill Zopf,6/7/48,1971,1971,G,6,1,185.4,,,,,170,,Duquesne University
Billy Cunningham,6/3/43,1966,1976,F-C,6,6,198.1,,,,,210,,University of North Carolina
Billy DeAngelis,10/5/46,1971,1971,G,6,1,185.4,,,,,180,,Saint Joseph's University
Billy Donovan,5/30/65,1988,1988,G,5,11,180.3,,,,,171,,Providence College
Billy Evans,3/3/47,1970,1970,G,6,0,182.9,,,,,170,,Boston College
Billy Harris,11/12/51,1975,1975,G,6,2,188.0,,,,,185,,Northern Illinois University
Billy Hassett,10/21/21,1950,1951,G,5,11,180.3,,,,,180,,University of Notre Dame
Billy James,2/11/50,1974,1974,G,6,3,190.5,,,,,185,,Marshall University
Billy Kenville,12/1/30,1954,1960,G-F,6,2,188.0,,,,,187,,St. Bonaventure University
Billy Knight,6/9/52,1975,1985,G-F,6,6,198.1,,,,,195,,University of Pittsburgh
Billy McKinney,6/5/55,1979,1986,G,6,0,182.9,,,,,160,,Northwestern University
Billy Owens,5/1/69,1992,2001,F-G,6,8,203.2,,,,,220,,Syracuse University
Billy Paultz,7/30/48,1971,1985,C-F,6,11,210.8,,,,,235,,St. John's University
Billy Ray Bates,5/31/56,1980,1983,G,6,4,193.0,,,,,210,,Kentucky State University
Billy Reid,9/10/57,1981,1981,G,6,5,195.6,,,,,190,,University of San Francisco
Billy Schaeffer,12/11/51,1974,1976,F,6,5,195.6,,,,,200,,St. John's University
Billy Shepherd,11/18/49,1973,1975,G,5,10,177.8,,,,,160,,Butler University
Billy Thomas,12/23/75,2005,2008,G,6,4,193.0,,,,,208,,University of Kansas
Billy Thompson,12/1/63,1987,1992,F,6,7,200.7,,,,,195,,University of Louisville
Bimbo Coles,4/22/68,1991,2004,G,6,1,185.4,,,,,180,,Virginia Polytechnic Institute and State University
Bingo Smith,2/26/46,1970,1980,F-G,6,5,195.6,,,,,195,,University of Tulsa
Bird Averitt,7/22/52,1974,1978,G,6,1,185.4,,,,,170,,Pepperdine University
Bismack Biyombo,8/28/92,2012,2018,C-F,6,9,205.7,,,,,255,,
Bison Dele,4/6/69,1992,1999,F-C,6,9,205.7,,,,,235,,University of Arizona
Blackie Towery,6/20/20,1949,1950,F-C,6,4,193.0,,,,,210,,Western Kentucky University
Blaine Denning,9/19/30,1953,1953,G,6,2,188.0,,,,,175,,Lawrence Technological University
Blair Rasmussen,11/13/62,1986,1993,C,7,0,213.4,,,,,250,,University of Oregon
Blake Ahearn,5/27/84,2008,2012,G,6,2,188.0,,,,,190,,Missouri State University
Blake Griffin,3/16/89,2011,2018,F,6,10,208.3,211.5,266.7,,,251,8.2%,University of Oklahoma
Blue Edwards,10/31/65,1990,1999,G-F,6,4,193.0,,,,,200,,East Carolina University
Bo Ellis,8/8/54,1978,1980,F,6,9,205.7,,,,,197,,Marquette University
Bo Erias,7/30/32,1958,1958,F,6,3,190.5,,,,,220,,Niagara University
Bo Kimble,4/9/66,1991,1993,G,6,4,193.0,,,,,190,,Loyola Marymount University
Bo Lamar,4/7/51,1974,1977,G,6,1,185.4,,,,,180,,University of Louisiana at Lafayette
Bo Outlaw,4/13/71,1994,2008,F,6,8,203.2,,,,,210,,University of Houston
Bob Allen,7/17/46,1969,1969,F,6,9,205.7,,,,,205,,Marshall University
Bob Anderegg,8/24/37,1960,1960,F-G,6,3,190.5,,,,,200,,Michigan State University
Bob Armstrong,6/17/33,1957,1957,C-F,6,8,203.2,,,,,220,,Michigan State University
Bob Arnzen,11/3/47,1970,1974,F,6,5,195.6,,,,,205,,University of Notre Dame
Bob Bedell,6/26/44,1968,1971,F,6,7,200.7,,,,,205,,Stanford University
Bob Bigelow,12/26/53,1976,1979,F-G,6,7,200.7,,,,,215,,University of Pennsylvania
Bob Boozer,4/26/37,1961,1971,F,6,8,203.2,,,,,215,,Kansas State University
Bob Brannum,5/28/25,1950,1955,F-C,6,5,195.6,,,,,215,,Michigan State University
Bob Brown,11/12/23,1949,1950,F,6,4,193.0,,,,,205,,Miami University
Bob Burrow,6/29/34,1957,1958,C-F,6,7,200.7,,,,,228,,University of Kentucky
Bob Carney,8/3/32,1955,1955,G,6,3,190.5,,,,,170,,Bradley University
Bob Carpenter,11/6/17,1950,1951,F-C,6,5,195.6,,,,,200,,East Texas State University
Bob Carrington,7/3/53,1978,1980,G-F,6,6,198.1,,,,,195,,Boston College
Bob Christian,5/11/46,1970,1974,C,6,10,208.3,,,,,255,,Grambling State University
Bob Cluggish,9/18/17,1947,1947,C,6,10,208.3,,,,,235,,University of Kentucky
Bob Cousy,8/9/28,1951,1970,G,6,1,185.4,,,,,175,,College of the Holy Cross
Bob Dandridge,11/15/47,1970,1982,F-G,6,6,198.1,,,,,195,,Norfolk State University
Bob Davies,1/15/20,1949,1955,G-F,6,1,185.4,,,,,175,,Seton Hall University
Bob Davis,4/2/50,1973,1973,F,6,7,200.7,,,,,215,,Weber State University
Bob Dille,7/2/17,1947,1947,F,6,3,190.5,,,,,190,,Valparaiso University
Bob Doll,8/10/19,1947,1950,F-C,6,5,195.6,,,,,195,,University of Colorado
Bob Donham,10/11/26,1951,1954,G-F,6,2,188.0,,,,,190,,Ohio State University
Bob Duffy,7/5/22,1947,1947,F,6,4,193.0,,,,,175,,Tulane University
Bob Duffy,7/5/22,1963,1965,G,6,3,190.5,,,,,185,,Colgate University
Bob Elliott,8/18/55,1979,1981,C-F,6,9,205.7,,,,,225,,University of Arizona
Bob Evans,5/31/25,1950,1950,G,6,2,188.0,,,,,175,,Butler University
Bob Faught,9/2/21,1947,1947,F,6,5,195.6,,,,,185,,University of Notre Dame
Bob Feerick,1/2/20,1947,1950,F-G,6,3,190.5,,,,,190,,Santa Clara University
Bob Ferry,5/31/37,1960,1969,C-F,6,8,203.2,,,,,230,,Saint Louis University
Bob Fitzgerald,3/14/23,1947,1949,F-C,6,5,195.6,,,,,190,,Seton Hall University
Bob Ford,1/26/50,1973,1973,F,6,7,200.7,,,,,228,,Purdue University
Bob Gantt,6/22/22,1947,1947,F-C,6,4,193.0,,,,,205,,Duke University
Bob Greacen,9/15/47,1970,1972,F,6,7,200.7,,,,,206,,Rutgers University
Bob Gross,8/3/53,1976,1983,F-G,6,6,198.1,,,,,200,,"California State University, Long Beach"
Bob Hansen,1/18/61,1984,1992,G,6,6,198.1,,,,,190,,University of Iowa
Bob Harris,3/16/27,1950,1954,F-C,6,7,200.7,,,,,195,,Oklahoma State University
Bob Harrison,8/12/27,1950,1958,G,6,1,185.4,,,,,190,,University of Michigan
Bob Hogsett,1/29/41,1967,1968,F,6,7,200.7,,,,,230,,University of Tennessee
Bob Hopkins,11/3/34,1957,1960,C-F,6,8,203.2,,,,,205,,Grambling State University
Bob Houbregs,3/12/32,1954,1958,C-F,6,7,200.7,,,,,210,,University of Washington
Bob Hubbard,12/27/22,1948,1949,C-F,6,6,198.1,,,,,215,,Springfield College
Bob Kauffman,7/13/46,1969,1975,F-C,6,8,203.2,,,,,240,,Guilford College
Bob Kinney,9/16/20,1949,1950,C-F,6,6,198.1,,,,,215,,Rice University
Bob Knight,4/30/29,1955,1955,G-F,6,2,188.0,,,,,185,,
Bob Lackey,4/4/49,1973,1974,G-F,6,5,195.6,,,,,200,,Marquette University
Bob Lanier,9/10/48,1971,1984,C,6,11,210.8,,,,,250,,St. Bonaventure University
Bob Lavoy,6/29/26,1951,1954,F-C,6,7,200.7,,,,,185,,Western Kentucky University
Bob Lochmueller,6/5/27,1953,1953,F,6,5,195.6,,,,,185,,University of Louisville
Bob Love,12/8/42,1967,1977,F,6,8,203.2,,,,,215,,Southern University and A&M College
Bob Martin,10/7/69,1994,1995,C,7,0,213.4,,,,,250,,University of Minnesota
Bob McAdoo,9/25/51,1973,1986,C-F,6,9,205.7,,,,,210,,University of North Carolina
Bob McCann,4/22/64,1990,1998,F,6,6,198.1,,,,,244,,Morehead State University
Bob McIntyre,1/23/44,1968,1970,F,6,6,198.1,,,,,215,,St. John's University
Bob McNeill,10/22/38,1961,1962,G,6,1,185.4,,,,,170,,Saint Joseph's University
Bob Miller,7/9/56,1984,1984,F,6,10,208.3,,,,,230,,University of Cincinnati
Bob Mullens,11/1/22,1947,1947,G,6,1,185.4,,,,,175,,Fordham University
Bob Naber,9/3/29,1953,1953,F,6,3,190.5,,,,,185,,University of Louisville
Bob Nash,8/24/50,1973,1979,F,6,8,203.2,,,,,195,,University of Hawaii
Bob Netolicky,8/2/42,1968,1976,F-C,6,9,205.7,,,,,220,,Drake University
Bob O'Brien,1/26/27,1948,1949,F,6,4,193.0,,,,,190,,Pepperdine University
Bob Peterson,1/25/32,1954,1956,F,6,5,195.6,,,,,210,,University of Oregon
Bob Pettit,12/12/32,1955,1965,F-C,6,9,205.7,,,,,205,,Louisiana State University
Bob Portman,3/22/47,1970,1973,F,6,5,195.6,,,,,200,,Creighton University
Bob Priddy,3/24/30,1953,1953,F,6,3,190.5,,,,,190,,New Mexico State University
Bob Quick,3/5/46,1969,1972,F-G,6,5,195.6,,,,,215,,Xavier University
Bob Rensberger,3/7/21,1947,1947,F,6,2,188.0,,,,,170,,University of Notre Dame
Bob Riedy,8/26/45,1968,1968,F,6,6,198.1,,,,,215,,Duke University
Bob Riley,7/6/48,1971,1971,F,6,9,205.7,,,,,235,,Mount St. Mary's University
Bob Royer,10/15/27,1950,1950,G,5,10,177.8,,,,,155,,Indiana State University
Bob Rule,6/29/44,1968,1975,C-F,6,9,205.7,,,,,220,,Colorado State University
Bob Santini,2/17/35,1956,1956,F,6,5,195.6,,,,,190,,Iona College
Bob Schafer,12/31/99,1956,1957,G,6,3,190.5,,,,,195,,Villanova University
Bob Shea,9/11/24,1947,1947,F,6,2,188.0,,,,,194,,University of Rhode Island
Bob Sims,10/9/38,1962,1968,G-F,6,5,195.6,,,,,220,,Pepperdine University
Bob Sura,3/25/73,1996,2005,G,6,5,195.6,,,,,200,,Florida State University
Bob Thornton,7/10/62,1986,1996,F-C,6,10,208.3,,,,,225,,"University of California, Irvine"
Bob Tough,8/28/20,1949,1950,G-F,6,0,182.9,,,,,185,,St. John's University
Bob Verga,9/7/45,1968,1974,G,6,1,185.4,,,,,190,,Duke University
Bob Warlick,3/20/41,1966,1970,G-F,6,5,195.6,,,,,200,,Pepperdine University
Bob Warren,7/17/46,1969,1976,G,6,5,195.6,,,,,190,,Vanderbilt University
Bob Weiss,5/7/42,1966,1977,G,6,2,188.0,,,,,180,,Pennsylvania State University
Bob Wiesenhahn,12/22/38,1962,1962,F,6,4,193.0,,,,,215,,University of Cincinnati
Bob Wilkerson,8/15/54,1977,1983,G-F,6,6,198.1,,,,,195,,Indiana University
Bob Williams,5/12/31,1956,1957,F,6,6,198.1,,,,,230,,Florida Agricultural and Mechanical University
Bob Wilson,3/8/26,1952,1952,G,6,4,193.0,,,,,185,,West Virginia State University
Bob Wood,10/7/21,1950,1950,G,5,10,177.8,,,,,,,Northern Illinois University
Bob Woollard,7/27/40,1970,1970,C,6,10,208.3,,,,,225,,Wake Forest University
Boban Marjanovic,8/15/88,2016,2018,C,7,3,221.0,,,,,290,,
Bobby Brown,9/24/84,2009,2018,G,6,2,188.0,193.0,242.6,,,175,6.6%,"California State University, Fullerton"
Bobby Cattage,8/17/58,1982,1986,F,6,9,205.7,,,,,250,,Auburn University
Bobby Cook,4/1/23,1950,1950,G-F,5,10,177.8,,,,,155,,University of Wisconsin
Bobby Croft,3/17/46,1971,1971,C,6,10,208.3,,,,,200,,University of Tennessee
Bobby Edmonds,3/8/41,1968,1970,F,6,6,198.1,,,,,220,,Tennessee State University
Bobby Fields,10/20/49,1972,1972,G,6,3,190.5,,,,,175,,La Salle University
Bobby Hooper,12/22/46,1969,1969,G,6,0,182.9,,,,,180,,University of Dayton
Bobby Hurley,6/28/71,1994,1998,G,6,0,182.9,,,,,165,,Duke University
Bobby Jackson,3/13/73,1998,2009,G,6,1,185.4,,,,,185,,University of Minnesota
Bobby Jones,12/18/51,1975,1986,F,6,9,205.7,207.0,257.8,,,210,8.0%,University of North Carolina
Bobby Jones,12/18/51,2007,2008,F,6,7,200.7,207.0,257.8,,,215,8.0%,University of Washington
Bobby Lewis,3/20/45,1968,1971,G,6,3,190.5,,,,,175,,University of North Carolina
Bobby Lloyd,1/3/46,1968,1969,G,6,2,188.0,,,,,184,,Rutgers University
Bobby Phills,12/20/69,1992,2000,G,6,5,195.6,,,,,210,,Southern University and A&M College
Bobby Portis,2/10/95,2016,2018,F,6,11,210.8,218.4,275.6,9.5,9.25,230,8.9%,University of Arkansas
Bobby Rascoe,7/22/40,1968,1970,G-F,6,4,193.0,,,,,205,,Western Kentucky University
Bobby Simmons,6/2/80,2002,2012,G-F,6,7,200.7,214.0,266.7,,,210,6.7%,DePaul University
Bobby Smith,8/20/37,1960,1962,G,6,4,193.0,,,,,190,,West Virginia University
Bobby Wanzer,6/4/21,1949,1957,G,6,0,182.9,,,,,170,,Seton Hall University
Bobby Washington,7/11/47,1970,1972,G,5,11,180.3,,,,,175,,Eastern Kentucky University
Bobby Watson,3/22/30,1955,1955,G,6,0,182.9,,,,,160,,University of Kentucky
Bobby Wilson,12/31/99,1968,1968,F,6,8,203.2,,,,,215,,University of Kansas
Bobby Wilson,12/31/99,1975,1978,G,6,3,190.5,,,,,175,,Wichita State University
Bogdan Bogdanovic,8/18/92,2018,2018,G,6,6,198.1,,,,,205,,
Bojan Bogdanovic,4/18/89,2015,2018,G-F,6,8,203.2,,,,,216,,
Bones McKinney,1/1/19,1947,1952,F-C,6,6,198.1,,,,,185,,University of North Carolina
Boniface N'Dong,3/9/77,2006,2006,C,7,0,213.4,,,,,198,,
Bonzi Wells,9/28/76,1999,2008,G-F,6,5,195.6,,,,,210,,Ball State University
Boo Ellis,2/11/36,1959,1960,F,6,5,195.6,,,,,185,,Niagara University
Boris Diaw,4/16/82,2004,2017,F-C,6,8,203.2,,,,,250,,
Boris Nachamkin,12/6/33,1955,1955,F,6,6,198.1,,,,,210,,New York University
Bostjan Nachbar,7/3/80,2003,2008,F,6,9,205.7,,,,,221,,
Bracey Wright,7/1/84,2006,2007,G,6,3,190.5,208.3,255.3,,,210,,Indiana University
Brad Branson,9/24/58,1982,1983,C-F,6,10,208.3,,,,,220,,Southern Methodist University
Brad Daugherty,10/19/65,1987,1994,C,7,0,213.4,,,,,245,,University of North Carolina
Brad Davis,12/17/55,1978,1992,G,6,3,190.5,,,,,180,,University of Maryland
Brad Holland,12/6/56,1980,1982,G,6,3,190.5,,,,,180,,"University of California, Los Angeles"
Brad Lohaus,9/29/64,1988,1998,F-C,6,11,210.8,,,,,230,,University of Iowa
Brad Miller,4/12/76,1999,2012,C,6,11,210.8,,,,,244,,Purdue University
Brad Sellers,12/17/62,1987,1993,C-F,7,0,213.4,,,,,210,,Ohio State University
Brad Wright,3/26/62,1987,1988,F,6,11,210.8,,,,,225,,"University of California, Los Angeles"
Bradley Beal,6/28/93,2013,2018,G,6,5,195.6,203.2,254.0,8.5,9,207,6.0%,University of Florida
Brady Walker,3/15/21,1949,1952,F-C,6,6,198.1,,,,,205,,Brigham Young University
Brandan Wright,10/5/87,2008,2018,F-C,6,10,208.3,222.9,275.6,,,210,5.8%,University of North Carolina
Branden Dawson,2/1/93,2016,2016,F,6,6,198.1,210.8,266.7,9,8.75,225,5.8%,Michigan State University
Brandin Knight,12/16/81,2005,2005,G,6,0,182.9,198.1,242.6,,,180,10.5%,University of Pittsburgh
Brandon Armstrong,6/16/80,2002,2004,G,6,5,195.6,207.0,252.7,,,188,9.3%,Pepperdine University
Brandon Bass,4/30/85,2006,2017,F,6,8,203.2,219.7,270.5,,,250,9.3%,Louisiana State University
Brandon Davies,7/25/91,2014,2015,F,6,10,208.3,217.2,275.6,9,11,240,8.6%,Brigham Young University
Brandon Hunter,11/24/80,2004,2005,F,6,7,200.7,220.3,268.0,,,260,8.0%,Ohio University
Brandon Ingram,9/2/97,2017,2018,F,6,9,205.7,,,,,190,,Duke University
Brandon Jennings,9/23/89,2010,2017,G,6,1,185.4,,,,,170,,
Brandon Knight,12/2/91,2012,2017,G,6,3,190.5,200.0,250.2,8.25,9.5,189,4.2%,University of Kentucky
Brandon Paul,4/30/91,2018,2018,G,6,4,193.0,208.9,248.9,8.5,9.5,200,5.3%,University of Illinois at Urbana-Champaign
Brandon Roy,7/23/84,2007,2013,G,6,6,198.1,203.2,256.5,,,215,7.6%,University of Washington
Brandon Rush,7/7/85,2009,2017,G-F,6,6,198.1,211.5,265.4,,,220,,University of Kansas
Brandon Williams,2/27/75,1998,2003,G,6,6,198.1,,,,,215,,Davidson College
Brant Weidner,10/28/60,1984,1984,F,6,9,205.7,,,,,230,,College of William & Mary
Brendan Haywood,11/27/79,2002,2015,C,7,0,213.4,229.9,288.3,,,268,12.9%,University of North Carolina
Brendan McCann,7/5/35,1958,1960,G,6,2,188.0,,,,,178,,St. Bonaventure University
Brent Barry,12/31/71,1996,2009,G,6,6,198.1,,,,,185,,Oregon State University
Brent Price,12/9/68,1993,2002,G,6,1,185.4,,,,,165,,University of Oklahoma
Brent Scott,6/15/71,1997,1997,F-C,6,10,208.3,,,,,250,,Rice University
Brett Szabo,2/1/68,1997,1997,C,6,11,210.8,,,,,230,,Augustana College (SD)
Brett Vroman,12/25/55,1981,1981,C,7,0,213.4,,,,,220,,"University of Nevada, Las Vegas"
Brevin Knight,11/8/75,1998,2009,G,5,10,177.8,,,,,173,,Stanford University
Brian Brunkhorst,6/12/45,1969,1969,F,6,6,198.1,,,,,208,,Marquette University
Brian Cardinal,5/2/77,2001,2012,F,6,8,203.2,,,,,245,,Purdue University
Brian Cook,12/4/80,2004,2012,F,6,9,205.7,218.4,276.9,,,234,10.5%,University of Illinois at Urbana-Champaign
Brian Davis,6/21/70,1994,1994,F-G,6,7,200.7,,,,,200,,Duke University
Brian Evans,9/13/73,1997,1999,F,6,8,203.2,,,,,220,,Indiana University
Brian Grant,3/5/72,1995,2006,F,6,9,205.7,,,,,254,,Xavier University
Brian Heaney,9/3/46,1970,1970,G,6,2,188.0,,,,,180,,Acadia University
Brian Howard,10/19/67,1992,1993,F,6,6,198.1,,,,,204,,North Carolina State University
Brian Mahoney,12/17/48,1973,1973,G,6,3,190.5,,,,,175,,Manhattan College
Brian Martin,8/18/62,1986,1986,F,6,9,205.7,,,,,212,,University of Kansas
Brian Oliver,6/1/68,1991,1998,G,6,4,193.0,,,,,210,,Georgia Institute of Technology
Brian Quinnett,5/30/66,1990,1992,F,6,8,203.2,,,,,235,,Washington State University
Brian Roberts,12/3/85,2013,2017,G,6,1,185.4,186.1,241.3,,,173,3.6%,University of Dayton
Brian Rowsom,10/23/65,1988,1990,F,6,9,205.7,,,,,220,,University of North Carolina at Wilmington
Brian Scalabrine,3/18/78,2002,2012,F,6,9,205.7,207.6,268.0,,,241,13.6%,University of Southern California
