Year,Body,Injury,Severity,Position,Height (in cm),Wingspan (in cm),Standing Reach (in cm),Weight (in lb),Body Fat (%),Age,EndSeasonYear,Minutes,USG%,Games_Played,Fouls,Turnovers,Points,FT,3P,Steals,Assists,Offensive_Reb,Defensive_Reb
2015,hip,sore,dtd,G,190.5,,,185.0,,37,2015,19.439393939393934,9.3,66.0,2.0,0.9090909090909092,3.8181818181818175,0.16666666666666666,0.9848484848484848,1.0151515151515151,3.4545454545454546,0.5454545454545454,1.4090909090909092
2019,shoulder,injury,dtd,G-F,208.3,,,230.0,,23,2020,34.17721518987341,22.1,79.0,2.6455696202531644,3.4683544303797467,16.924050632911392,3.2531645569620253,0.0,1.4177215189873418,7.7215189873417724,2.1772151898734178,6.6455696202531644
2012,knee,sore,dnp,F-G,200.7,206.4,261.6,190.0,5.3%,-51,2012,20.325,18.7,80.0,1.55,0.7125,9.225,1.25,1.275,0.35,1.5125,0.5625,2.1375
2012,ankle,sprained,dnp,C,213.4,227.3,287.0,275.0,6.3%,23,2012,35.23170731707317,27.3,82.0,2.9268292682926833,2.1463414634146343,20.402439024390247,4.695121951219512,0.0,0.573170731707317,1.5731707317073171,2.4024390243902443,3.5487804878048776
2018,ankle,sprained,dtd,F-C,208.3,227.3,274.3,253.0,7.9%,24,2018,36.10666666666667,32.6,75.0,2.24,2.4133333333333336,27.986666666666668,6.92,0.5333333333333333,1.2533333333333334,2.0933333333333333,2.293333333333333,9.493333333333334
2015,knee,"surgery', 'torn",season,G,193.0,196.9,243.8,200.0,7.8%,23,2015,28.962962962962962,16.3,54.0,1.4074074074074074,2.7777777777777777,7.962962962962963,0.35185185185185186,1.3148148148148149,0.8888888888888888,8.833333333333334,0.2777777777777778,2.592592592592593
2012,ankle,sprained,dnp,C,213.4,227.3,287.0,275.0,6.3%,23,2012,35.23170731707317,27.3,82.0,2.9268292682926833,2.1463414634146343,20.402439024390247,4.695121951219512,0.0,0.573170731707317,1.5731707317073171,2.4024390243902443,3.5487804878048776
2012,ankle,sprained,dnp,C,213.4,229.9,288.3,268.0,12.9%,32,2012,18.48611111111111,12.4,72.0,2.0277777777777777,0.7083333333333334,4.4444444444444455,0.8888888888888888,0.0,0.2222222222222222,0.2638888888888889,1.7916666666666667,3.4305555555555562
2013,ankle,sprained,dnp,F,205.7,,,234.0,,35,2013,22.380952380952376,13.5,42.0,2.452380952380953,0.7619047619047619,5.166666666666667,0.4761904761904762,0.07142857142857142,1.0476190476190477,0.42857142857142855,1.1666666666666667,3.1428571428571432
2014,knee,sprained,dnp,G,185.4,,,185.0,,25,2014,17.390243902439025,15.4,41.0,2.024390243902439,1.0731707317073171,5.560975609756096,0.8292682926829268,0.8780487804878049,0.902439024390244,2.8536585365853657,1.0975609756097562,1.5609756097560976
2014,groin,strained,dnp,F-C,213.4,,,250.0,,33,2014,33.775510204081634,20.5,49.0,1.8979591836734693,2.122448979591837,13.734693877551019,2.5510204081632653,0.16326530612244894,0.4897959183673469,4.081632653061225,2.26530612244898,6.3265306122448965
2013,shoulder,sore,dnp,G,193.0,,,190.0,,28,2013,27.153846153846153,19.2,65.0,1.4153846153846157,1.0461538461538462,11.553846153846154,2.2,1.7230769230769232,0.4153846153846154,2.523076923076923,0.2769230769230769,2.0307692307692307
2014,knee,injury,dnp,F-C,213.4,210.2,269.2,245.0,7.5%,28,2014,17.176470588235293,23.4,51.0,2.411764705882353,1.0784313725490196,8.235294117647058,1.6862745098039216,0.0,0.29411764705882354,0.6666666666666666,1.2549019607843137,2.392156862745098
2013,knee,sore,dnp,F,203.2,,,245.0,,28,2013,21.571428571428577,23.1,49.0,2.4285714285714284,1.3061224489795915,9.653061224489797,1.6530612244897958,1.2653061224489797,0.4693877551020408,0.9387755102040816,0.8571428571428571,3.204081632653061
2010,ankle,sprained,indefinitely,G,188.0,,,190.0,,24,2011,24.75342465753425,16.3,73.0,2.3972602739726026,1.6849315068493151,7.136986301369863,1.1232876712328768,1.0273972602739727,1.2465753424657535,3.3698630136986303,0.3424657534246575,1.5068493150684932
2013,hamstring,strained,dnp,G,195.6,,,210.0,,27,2013,33.645161290322584,19.1,62.0,2.161290322580645,1.3709677419354838,15.209677419354836,3.177419354838709,1.4193548387096775,0.5806451612903226,2.403225806451613,0.6451612903225806,2.532258064516129
2012,back,surgery,season,C,210.8,224.8,283.2,265.0,10.5%,26,2012,37.62820512820513,27.2,78.0,3.3076923076923075,3.5769230769230766,22.871794871794872,7.0,0.0,1.3717948717948718,1.3717948717948718,3.9615384615384617,10.115384615384617
2016,foot,strained,dtd,F-G,203.2,,,200.0,,27,2016,33.52112676056339,14.6,71.0,1.4929577464788732,1.8591549295774648,9.352112676056338,1.1830985915492958,1.4084507042253518,1.0985915492957747,4.802816901408451,0.8732394366197183,4.985915492957746
2016,hamstring,injury,dtd,F,200.7,205.7,245.1,226.0,,35,2016,29.88157894736842,14.9,76.0,3.1578947368421053,1.1447368421052628,10.052631578947368,0.9736842105263158,1.7894736842105263,0.8815789473684209,1.5,0.6710526315789473,3.3026315789473686
2018,knee,surgery,season,G,190.5,193.0,251.5,193.0,10.2%,26,2018,35.06944444444444,30.8,72.0,2.180555555555556,2.5,25.222222222222207,4.125,2.458333333333333,1.1527777777777777,5.8055555555555545,0.7222222222222222,2.4722222222222223
2012,groin,sore,dnp,G,188.0,190.5,240.0,180.0,4.4%,25,2012,24.602739726027398,21.6,73.0,1.7534246575342465,1.904109589041096,9.602739726027398,1.1232876712328768,1.4931506849315068,0.8493150684931506,5.04109589041096,0.3287671232876712,2.041095890410959
2012,foot,sprained,dnp,G,193.0,200.7,255.3,205.0,6.3%,22,2013,33.784615384615385,21.8,65.0,2.107692307692308,2.0769230769230766,13.523076923076925,1.4461538461538461,1.0,1.5846153846153843,4.461538461538462,0.8769230769230769,2.3846153846153846
2017,knee,tendinitis,dtd,F-C,208.3,227.3,274.3,253.0,7.9%,24,2018,36.10666666666667,32.6,75.0,2.24,2.4133333333333336,27.986666666666668,6.92,0.5333333333333333,1.2533333333333334,2.0933333333333333,2.293333333333333,9.493333333333334
2016,knee,surgery,indefinitely,G-F,198.1,211.5,264.2,220.0,7.1%,27,2017,30.6,24.7,25.0,2.64,2.92,15.16,2.96,1.32,1.28,6.56,0.8,4.36
2016,knee,strained,dtd,F,205.7,216.5,271.8,230.0,5.3%,27,2017,25.569620253164558,12.9,79.0,1.620253164556962,0.8227848101265823,6.8734177215189876,0.3670886075949367,1.3417721518987342,0.6708860759493671,1.1898734177215189,0.9746835443037974,3.3544303797468364
2015,shoulder,sore,dtd,F,203.2,219.7,262.9,230.0,7.0%,28,2015,21.777777777777786,9.4,9.0,2.0,0.4444444444444444,4.4444444444444455,1.0,0.1111111111111111,1.0,1.6666666666666667,1.0,2.0
2012,groin,strained,dtd,F,203.2,,,225.0,,24,2012,34.490196078431374,21.0,51.0,2.980392156862745,1.3137254901960784,16.431372549019606,1.8823529411764703,1.6862745098039216,0.6666666666666666,1.6862745098039216,1.2156862745098038,4.7254901960784315
2014,foot,torn,indefinitely,C,210.8,,,250.0,,28,2015,16.207792207792206,11.4,77.0,2.688311688311688,0.7532467532467533,3.5324675324675323,1.1688311688311688,0.0,0.5324675324675324,0.3116883116883117,1.3896103896103895,1.9480519480519485
2015,knee,sprained,dtd,F,208.3,210.2,270.5,245.0,10.2%,26,2016,31.47560975609756,23.3,82.0,2.9878048780487805,2.073170731707317,15.341463414634148,2.158536585365854,0.6951219512195121,1.2317073170731707,2.341463414634146,1.3414634146341464,4.829268292682927
2011,ankle,sprained,dnp,F-C,205.7,219.1,275.6,258.0,,29,2011,34.269230769230774,24.8,78.0,3.4615384615384617,2.717948717948718,19.474358974358974,3.6538461538461537,0.0,1.0769230769230769,3.1666666666666665,2.3205128205128207,8.884615384615385
2014,shoulder,bruised,dnp,G,190.5,205.7,247.7,188.0,3.0%,27,2014,34.473684210526315,18.8,76.0,1.7631578947368418,1.5263157894736843,14.157894736842106,2.2894736842105257,1.7105263157894737,1.0657894736842106,4.671052631578949,0.618421052631579,3.1184210526315788
2016,shoulder,surgery,indefinitely,G,193.0,,,186.0,,23,2016,18.84375,17.0,32.0,1.3125,0.9375,5.9375,1.0,0.5625,1.03125,1.3125,0.4375,2.09375
2012,calf,strained,dnp,F-G,198.1,213.4,269.2,225.0,7.3%,32,2013,15.366666666666667,12.4,60.0,1.4166666666666667,0.5,3.216666666666667,0.5666666666666667,0.11666666666666667,0.4833333333333333,0.7333333333333333,0.3666666666666665,1.3
2015,ankle,sore,dtd,G-F,198.1,,,225.0,,28,2016,26.3,23.9,70.0,1.8857142857142857,1.042857142857143,13.457142857142856,1.8571428571428568,2.2,0.8571428571428571,1.0714285714285714,0.2571428571428571,2.8
2013,back,sore,dnp,F,205.7,216.5,271.8,230.0,5.3%,24,2013,23.171875,17.9,64.0,1.765625,0.765625,7.65625,0.625,0.0,0.421875,0.828125,1.75,2.71875
2012,hamstring,sore,dnp,F-G,203.2,,,218.0,,33,2012,35.8955223880597,27.4,67.0,2.4029850746268657,3.1194029850746268,18.507462686567163,3.7164179104477615,1.805970149253732,1.1940298507462686,3.5970149253731343,0.7910447761194029,3.7462686567164174
2014,back,spasms,dnp,F-C,210.8,,,240.0,,37,2014,29.735294117647058,24.5,68.0,2.264705882352941,1.6176470588235294,14.764705882352946,2.323529411764706,0.029411764705882363,1.1470588235294117,2.338235294117647,1.1029411764705883,6.6911764705882355
2015,knee,surgery,indefinitely,C,215.9,,,275.0,,28,2015,21.585365853658534,18.8,82.0,2.597560975609756,1.4878048780487805,9.390243902439023,2.3902439024390243,0.04878048780487805,0.32926829268292684,0.7560975609756098,2.0853658536585367,4.353658536585366
2012,knee,tendinitis,dnp,F,205.7,213.4,270.5,225.0,6.7%,26,2012,34.35064935064936,24.7,77.0,2.8181818181818183,2.5584415584415585,16.545454545454547,2.9740259740259742,0.6623376623376623,1.2857142857142858,3.311688311688312,1.7402597402597402,6.792207792207793
2014,hamstring,strained,dnp,F,200.7,213.4,270.5,225.0,,-28,2014,36.79746835443039,23.2,79.0,3.113924050632912,2.6202531645569622,18.468354430379748,3.2278481012658227,0.0,0.8481012658227848,3.5316455696202533,2.759493670886076,8.455696202531646
2017,foot,injury,dtd,F,203.2,208.9,264.2,230.0,8.0%,23,2017,22.76595744680851,19.9,47.0,2.0,0.6808510638297872,10.957446808510639,0.9574468085106383,0.5957446808510638,0.7872340425531915,0.9361702127659576,1.2127659574468086,1.9148936170212767
2013,ankle,injury,dnp,G,193.0,,,190.0,,28,2013,27.153846153846153,19.2,65.0,1.4153846153846157,1.0461538461538462,11.553846153846154,2.2,1.7230769230769232,0.4153846153846154,2.523076923076923,0.2769230769230769,2.0307692307692307
2018,shoulder,strained,dtd,C-F,213.4,207.6,274.3,238.0,6.7%,26,2018,20.506666666666668,19.0,75.0,2.76,1.28,9.04,1.2,0.9066666666666666,0.5733333333333334,1.9733333333333327,0.9733333333333334,3.84
2013,ankle,sprained,dnp,G,190.5,191.8,246.4,190.0,5.7%,24,2013,28.153846153846153,24.0,26.0,2.3846153846153846,2.5,14.730769230769232,1.4615384615384617,2.1153846153846154,1.5,5.307692307692308,0.5769230769230769,2.8076923076923075
2015,knee,sore,dtd,F,203.2,,,250.0,,20,2016,29.52,20.7,25.0,1.68,1.88,12.32,1.84,0.16,1.24,1.68,2.0,3.52
2014,groin,sore,dnp,G,185.4,191.8,232.4,172.0,5.9%,23,2014,34.865853658536594,25.6,82.0,1.8658536585365848,2.4390243902439024,17.743902439024392,3.609756097560976,1.304878048780488,1.951219512195122,5.743902439024391,0.7317073170731707,2.7195121951219514
2011,shoulder,sore,dtd,G,193.0,,,190.0,,26,2011,22.04878048780488,18.3,82.0,1.4390243902439024,0.7682926829268293,9.609756097560977,2.3292682926829267,1.3536585365853655,0.3414634146341464,1.9268292682926829,0.2073170731707317,1.6829268292682926
2016,ankle,sprained,dtd,G,200.7,203.2,262.9,220.0,8.6%,28,2017,28.037037037037038,18.8,81.0,1.7160493827160497,2.08641975308642,10.54320987654321,1.8271604938271604,0.2469135802469136,0.9876543209876544,4.432098765432099,0.6172839506172839,4.283950617283951
2012,knee,tendinitis,dnp,F,198.1,206.4,261.6,205.0,5.3%,-51,2012,20.325,18.7,80.0,1.55,0.7125,9.225,1.25,1.275,0.35,1.5125,0.5625,2.1375
2015,knee,sore,dtd,F-C,208.3,222.9,275.6,210.0,5.8%,28,2016,18.703703703703702,14.9,27.0,1.6296296296296295,0.4814814814814815,8.814814814814815,1.3333333333333333,0.0,0.6296296296296297,0.3703703703703704,1.8888888888888888,2.185185185185185
2012,shoulder,sore,dnp,F,203.2,219.7,262.9,230.0,7.0%,25,2012,26.49367088607595,13.1,79.0,2.278481012658228,0.9746835443037974,6.69620253164557,1.6835443037974684,0.0,0.9113924050632912,0.8607594936708861,2.1392405063291138,3.1772151898734178
2013,knee,sore,"rest', 'dnp",G,193.0,205.7,251.5,215.0,8.2%,24,2013,34.44444444444444,29.4,9.0,2.2222222222222223,2.6666666666666665,20.555555555555557,5.4444444444444455,1.1111111111111112,1.4444444444444444,3.4444444444444446,0.2222222222222222,2.5555555555555562
2012,knee,tendinitis,dnp,F-G,200.7,206.4,261.6,190.0,5.3%,-51,2012,20.325,18.7,80.0,1.55,0.7125,9.225,1.25,1.275,0.35,1.5125,0.5625,2.1375
2011,wrist,sprained,dnp,G,193.0,205.7,251.5,215.0,8.2%,22,2011,35.951612903225815,21.5,62.0,1.5483870967741935,2.3225806451612905,16.85483870967742,3.5806451612903225,1.9193548387096773,1.1129032258064515,3.0,0.4032258064516129,2.177419354838709
2012,knee,injury,dnp,G,195.6,,,210.0,,31,2013,18.823529411764707,9.4,51.0,1.156862745098039,0.3725490196078432,2.9019607843137254,0.17647058823529413,0.8039215686274509,0.3725490196078432,0.8039215686274509,0.13725490196078433,1.843137254901961
2011,knee,torn,indefinitely,F,198.1,206.4,261.6,205.0,5.3%,-52,2012,20.325,18.7,80.0,1.55,0.7125,9.225,1.25,1.275,0.35,1.5125,0.5625,2.1375
2014,groin,strained,dnp,F-C,210.8,225.4,279.4,260.0,8.7%,28,2014,37.7027027027027,26.5,74.0,2.5270270270270268,1.9324324324324325,21.081081081081077,3.810810810810811,0.027027027027027032,0.8378378378378378,2.5945945945945947,2.3648648648648654,6.6891891891891895
2013,knee,sore,dnp,F,203.2,,,245.0,,28,2013,21.571428571428577,23.1,49.0,2.4285714285714284,1.3061224489795915,9.653061224489797,1.6530612244897958,1.2653061224489797,0.4693877551020408,0.9387755102040816,0.8571428571428571,3.204081632653061
2012,foot,strained,dnp,G,182.9,191.8,236.2,185.0,,29,2012,18.442622950819672,22.5,61.0,1.8524590163934431,1.360655737704918,7.9016393442622945,1.6721311475409837,0.26229508196721313,0.8524590163934426,3.19672131147541,0.2459016393442623,0.9672131147540984
2014,ankle,sprained,dnp,G-F,198.1,,,225.0,,26,2014,20.984615384615385,23.9,65.0,2.123076923076923,1.0615384615384615,11.215384615384616,1.4307692307692308,1.9384615384615385,0.7538461538461538,0.9692307692307692,0.3692307692307693,2.3076923076923075
2011,knee,tendinitis,dtd,G,195.6,,,210.0,,25,2011,29.24637681159421,17.8,69.0,2.289855072463768,1.2173913043478262,13.028985507246375,1.463768115942029,2.028985507246377,0.9420289855072465,1.5072463768115942,0.8840579710144928,2.869565217391304
2019,back,strained,season,G,193.0,207.0,254.0,210.0,,25,2019,29.32692307692308,24.7,52.0,3.3461538461538463,2.8846153846153846,13.442307692307693,1.6153846153846154,0.8269230769230769,2.0,5.961538461538463,0.4615384615384616,3.7884615384615374
2016,knee,sprained,dtd,F-C,203.2,219.7,273.1,240.0,5.7%,31,2017,18.625,12.4,72.0,1.1944444444444444,0.3888888888888889,5.3194444444444455,0.4027777777777778,1.3611111111111112,0.3611111111111111,0.7222222222222222,0.5416666666666666,2.6388888888888893
2012,shoulder,strained,indefinitely,F-C,205.7,,,289.0,,26,2013,23.393442622950825,22.4,61.0,1.7377049180327868,1.2295081967213115,9.278688524590164,1.8688524590163933,0.032786885245901634,0.7049180327868853,0.7704918032786885,1.7540983606557377,3.672131147540984
2017,knee,sprained,indefinitely,F-G,205.7,225.4,279.4,240.0,6.6%,28,2017,35.805555555555564,30.6,72.0,1.9027777777777777,3.4722222222222223,28.180555555555557,6.208333333333332,2.583333333333333,0.9583333333333334,5.013888888888889,0.625,7.555555555555554
2014,knee,fractured,dnp,G-F,200.7,213.4,255.3,210.0,6.8%,28,2014,23.915254237288128,21.2,59.0,1.4237288135593218,0.8474576271186439,10.64406779661017,1.7796610169491525,1.2711864406779658,0.6101694915254238,1.4237288135593218,0.4067796610169492,1.7966101694915255
2017,knee,sore,dtd,G-F,200.7,210.8,265.4,210.0,7.1%,25,2017,22.185714285714287,9.1,70.0,1.9,0.5,4.814285714285714,0.4714285714285714,0.4571428571428571,0.7571428571428571,0.6714285714285714,1.1285714285714286,2.4571428571428573
2012,knee,sore,dnp,G,195.6,210.2,262.9,220.0,10.1%,22,2012,26.695121951219512,19.5,82.0,2.524390243902439,1.2926829268292683,12.170731707317074,3.524390243902439,1.3780487804878048,1.1219512195121952,2.1463414634146343,0.5121951219512195,2.597560975609756
2012,foot,sprained,dnp,F,203.2,219.7,273.1,245.0,,31,2012,26.6,10.1,30.0,2.966666666666667,1.3,4.4,1.6,0.0,0.9666666666666668,1.2666666666666666,3.966666666666667,7.533333333333332
2013,foot,injury,dnp,G,193.0,,,210.0,,29,2014,21.823529411764707,21.7,68.0,1.3676470588235294,1.0147058823529411,9.485294117647056,0.9411764705882352,1.3088235294117647,0.4411764705882353,1.897058823529412,0.19117647058823528,1.9117647058823528
2016,back,injury,dtd,F,203.2,,,245.0,,22,2016,15.68421052631579,17.8,57.0,1.5263157894736843,0.631578947368421,5.228070175438597,0.7192982456140351,0.12280701754385966,0.4736842105263158,0.8421052631578947,0.912280701754386,2.8771929824561404
2012,groin,strained,dnp,F,205.7,213.4,270.5,245.0,,-29,2012,36.08219178082192,21.2,73.0,2.8904109589041096,2.3287671232876708,16.479452054794518,2.8767123287671232,0.0136986301369863,1.0136986301369864,3.191780821917808,2.9726027397260286,6.808219178082192
2014,hamstring,sore,dtd,F,210.8,212.1,279.4,230.0,14.8%,23,2015,22.23728813559321,15.9,59.0,2.4915254237288136,0.7966101694915254,8.0,1.8644067796610169,0.8135593220338984,0.5423728813559322,1.6101694915254237,0.7118644067796609,3.0
2019,hamstring,strained,dtd,F-C,210.8,214.6,266.7,240.0,6.2%,28,2020,21.584415584415584,17.2,77.0,2.6103896103896105,0.8701298701298701,10.584415584415584,2.5454545454545454,0.5064935064935064,0.5714285714285714,1.4545454545454546,1.8181818181818181,3.51948051948052
2013,ankle,sprained,dnp,F-C,205.7,,,260.0,,31,2013,26.25,22.4,28.0,2.0357142857142856,1.4285714285714286,11.571428571428573,2.0714285714285716,0.07142857142857142,0.75,1.7142857142857142,2.7857142857142856,5.25
2010,knee,sore,dnp,G,198.1,203.2,256.5,215.0,7.6%,26,2011,37.215384615384615,26.7,65.0,2.0923076923076924,1.984615384615385,21.50769230769231,5.276923076923077,1.1230769230769229,0.9384615384615383,4.6923076923076925,1.1230769230769229,3.2615384615384615
2017,ankle,sprained,dtd,F,203.2,213.4,274.3,228.0,6.3%,27,2017,25.28358208955224,21.0,67.0,2.5223880597014925,1.3582089552238803,12.462686567164178,2.029850746268657,0.01492537313432836,0.4776119402985074,1.1791044776119404,3.5074626865671643,5.164179104477612
2016,wrist,sore,dtd,G,193.0,206.4,255.3,210.0,6.6%,23,2016,35.736111111111114,25.2,72.0,2.5972222222222223,2.833333333333333,17.944444444444443,3.638888888888889,1.1666666666666667,1.6666666666666667,4.0972222222222205,0.7083333333333334,3.486111111111111
2014,knee,injury,dnp,C-F,208.3,224.8,270.5,240.0,8.0%,26,2014,17.263157894736842,12.1,76.0,1.8289473684210529,0.5657894736842105,4.25,1.1710526315789471,0.0,0.5131578947368421,0.5657894736842105,1.4868421052631582,1.8157894736842104
2019,shoulder,sore,dtd,F,205.7,211.5,271.8,220.0,5.0%,28,2019,36.59493670886076,25.7,79.0,2.949367088607595,2.6835443037974684,21.949367088607588,4.278481012658228,3.088607594936709,2.037974683544304,3.3291139240506333,0.9113924050632912,4.746835443037975
2012,shoulder,sore,dnp,G,190.5,204.5,251.5,200.0,5.3%,28,2012,25.98780487804878,21.5,82.0,2.1707317073170733,1.7195121951219512,11.231707317073171,1.6585365853658536,1.304878048780488,0.5853658536585366,2.0853658536585367,0.5,1.8780487804878048
2015,ankle,sprained,dtd,G,190.5,203.2,250.2,190.0,4.6%,27,2016,30.0,31.7,51.0,1.2352941176470589,3.156862745098038,17.725490196078432,2.980392156862745,1.4901960784313726,0.7058823529411765,4.921568627450982,0.6862745098039216,2.4705882352941178
2020,hamstring,strained,dtd,G,190.5,205.7,247.7,188.0,3.0%,33,2020,26.461538461538463,17.3,13.0,2.6923076923076925,1.5384615384615383,10.769230769230768,1.3076923076923077,1.0,0.9230769230769232,2.769230769230769,0.9230769230769232,1.1538461538461535
2015,foot,sore,dtd,C,213.4,227.3,287.0,275.0,6.3%,27,2016,29.16666666666667,26.3,72.0,2.861111111111111,1.4444444444444444,17.166666666666668,3.0972222222222223,0.013888888888888888,0.5972222222222222,0.6944444444444444,2.9722222222222223,4.458333333333333
2016,ankle,bruised,dtd,F,200.7,216.5,266.7,230.0,11.3%,26,2017,34.666666666666664,18.8,81.0,2.962962962962963,3.1975308641975317,13.962962962962965,2.8271604938271606,1.2345679012345678,1.469135802469136,7.382716049382715,1.6543209876543212,7.8395061728395055
