,Unnamed: 0,Date,Team,Notes,Player,dateTime,Year,Tokenized Notes,Body,Injury,Severity,Player_Identifier
1068,1084,2012-01-20,Nuggets,bruised right heel (DNP),Nene Hilario ,2012-01-20,2012,"['bruised', 'right', 'heel', '(', 'dnp', ')']",['right'],['bruised'],['dnp'],
1073,1089,2012-01-20,Timberwolves,sprained left ankle (DNP),Jose Barea ,2012-01-20,2012,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
1087,1103,2012-01-21,Nuggets,strained right Achilles tendon (DTD),Rudy Fernandez,2012-01-21,2012,"['strained', 'right', 'achilles', 'tendon', '(', 'dtd', ')']","['right', 'achilles', 'tendon']",['strained'],['dtd'],
1091,1107,2012-01-21,Timberwolves,sprained left ankle (DNP),Jose Barea ,2012-01-21,2012,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
1092,1108,2012-01-21,Timberwolves,recovering from surgery on left knee to repair torn meniscus (DNP),Malcom Lee,2012-01-21,2012,"['recovering', 'from', 'surgery', 'on', 'left', 'knee', 'to', 'repair', 'torn', 'meniscus', '(', 'dnp', ')']","['left', 'knee', 'meniscus']","['surgery', 'torn']",['dnp'],
1097,1113,2012-01-23,76ers,strained left quadricep / left knee injury (DNP),Nikola Vucevic,2012-01-23,2012,"['strained', 'left', 'quadricep', '/', 'left', 'knee', 'injury', '(', 'dnp', ')']","['left', 'left', 'knee']","['strained', 'injury']",['dnp'],
1100,1116,2012-01-23,Celtics,sore right shoulder (DNP),Mickael Pietrus,2012-01-23,2012,"['sore', 'right', 'shoulder', '(', 'dnp', ')']","['right', 'shoulder']",['sore'],['dnp'],
1104,1120,2012-01-23,Kings,bruised left thigh (DNP),Marcus Thornton ,2012-01-23,2012,"['bruised', 'left', 'thigh', '(', 'dnp', ')']",['left'],['bruised'],['dnp'],
1109,1125,2012-01-23,Timberwolves,sprained left ankle (DNP),Jose Barea ,2012-01-23,2012,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
1110,1126,2012-01-23,Timberwolves,recovering from surgery on left knee to repair torn meniscus (DNP),Malcom Lee,2012-01-23,2012,"['recovering', 'from', 'surgery', 'on', 'left', 'knee', 'to', 'repair', 'torn', 'meniscus', '(', 'dnp', ')']","['left', 'knee', 'meniscus']","['surgery', 'torn']",['dnp'],
1112,1128,2012-01-23,Timberwolves,illness (DNP),Wes Johnson,2012-01-23,2012,"['illness', '(', 'dnp', ')']",[],['illness'],['dnp'],
1113,1129,2012-01-24,Bobcats,right big toe inflammation (DNP),D.J. Augustine,2012-01-24,2012,"['right', 'big', 'toe', 'inflammation', '(', 'dnp', ')']","['right', 'toe']",['inflammation'],['dnp'],
1118,1134,2012-01-25,76ers,strained left quadricep (DNP),Nikola Vucevic,2012-01-25,2012,"['strained', 'left', 'quadricep', '(', 'dnp', ')']",['left'],['strained'],['dnp'],
1120,1136,2012-01-25,Bobcats,bruised lower back (DNP),Gerald Henderson ,2012-01-25,2012,"['bruised', 'lower', 'back', '(', 'dnp', ')']",['back'],['bruised'],['dnp'],
1130,1146,2012-01-25,Timberwolves,sprained left ankle (DNP),Jose Barea ,2012-01-25,2012,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
1132,1148,2012-01-25,Timberwolves,recovering from surgery on left knee to repair torn meniscus (DNP),Malcom Lee,2012-01-25,2012,"['recovering', 'from', 'surgery', 'on', 'left', 'knee', 'to', 'repair', 'torn', 'meniscus', '(', 'dnp', ')']","['left', 'knee', 'meniscus']","['surgery', 'torn']",['dnp'],
1138,1154,2012-01-27,Bobcats,right big toe inflammation (DNP),D.J. Augustine,2012-01-27,2012,"['right', 'big', 'toe', 'inflammation', '(', 'dnp', ')']","['right', 'toe']",['inflammation'],['dnp'],
1150,1168,2012-01-27,Timberwolves,illness (DNP),Darko Milicic,2012-01-27,2012,"['illness', '(', 'dnp', ')']",[],['illness'],['dnp'],
1151,1169,2012-01-27,Wizards,dental procedure (DNP),Kevin Seraphin,2012-01-27,2012,"['dental', 'procedure', '(', 'dnp', ')']",[],[],['dnp'],
1153,1171,2012-01-28,Bobcats,right big toe inflammation (DNP),D.J. Augustine,2012-01-28,2012,"['right', 'big', 'toe', 'inflammation', '(', 'dnp', ')']","['right', 'toe']",['inflammation'],['dnp'],
1155,1173,2012-01-28,Bobcats,bruised/strained lower back (DNP),Gerald Henderson ,2012-01-28,2012,"['bruised/strained', 'lower', 'back', '(', 'dnp', ')']",['back'],[],['dnp'],
1161,1179,2012-01-29,Timberwolves,illness (DNP),Darko Milicic,2012-01-29,2012,"['illness', '(', 'dnp', ')']",[],['illness'],['dnp'],
1170,1188,2012-01-30,Timberwolves,illness (DNP),Darko Milicic,2012-01-30,2012,"['illness', '(', 'dnp', ')']",[],['illness'],['dnp'],
1192,1210,2012-02-02,Bobcats,strained right hamstring (out indefinitely),Gerald Henderson ,2012-02-02,2012,"['strained', 'right', 'hamstring', '(', 'out', 'indefinitely', ')']","['right', 'hamstring']",['strained'],['indefinitely'],
1198,1216,2012-02-03,Blazers,surgery on right knee to remove debris (out indefinitely),Greg Oden,2012-02-03,2012,"['surgery', 'on', 'right', 'knee', 'to', 'remove', 'debris', '(', 'out', 'indefinitely', ')']","['right', 'knee']",['surgery'],['indefinitely'],odengr01
1206,1224,2012-02-04,Bobcats,strained right hamstring (DNP),Gerald Henderson ,2012-02-04,2012,"['strained', 'right', 'hamstring', '(', 'dnp', ')']","['right', 'hamstring']",['strained'],['dnp'],
1228,1246,2012-02-06,Nuggets,strained left heel (DNP),Nene Hilario ,2012-02-06,2012,"['strained', 'left', 'heel', '(', 'dnp', ')']",['left'],['strained'],['dnp'],
1239,1257,2012-02-08,Bucks,back spasms (DNP),Ersan Ilyasova,2012-02-08,2012,"['back', 'spasms', '(', 'dnp', ')']",['back'],['spasms'],['dnp'],
1257,1275,2012-02-10,Bucks,illness (DNP),Larry Sanders ,2012-02-10,2012,"['illness', '(', 'dnp', ')']",[],['illness'],['dnp'],
1271,1289,2012-02-11,Bucks,illness (DNP),Larry Sanders ,2012-02-11,2012,"['illness', '(', 'dnp', ')']",[],['illness'],['dnp'],
1292,1310,2012-02-14,Nuggets,strained left calf (DNP),Nene Hilario ,2012-02-14,2012,"['strained', 'left', 'calf', '(', 'dnp', ')']","['left', 'calf']",['strained'],['dnp'],
1308,1326,2012-02-15,Nuggets,strained left calf (DNP),Nene Hilario ,2012-02-15,2012,"['strained', 'left', 'calf', '(', 'dnp', ')']","['left', 'calf']",['strained'],['dnp'],
1332,1350,2012-02-19,Knicks,sore left elbow (DNP),Bill Walker,2012-02-19,2012,"['sore', 'left', 'elbow', '(', 'dnp', ')']","['left', 'elbow']",['sore'],['dnp'],
1338,1356,2012-02-19,Nuggets,strained lower back (DNP),Rudy Fernandez,2012-02-19,2012,"['strained', 'lower', 'back', '(', 'dnp', ')']",['back'],['strained'],['dnp'],
1342,1360,2012-02-20,Blazers,microfracture surgery on left knee (out indefinitely),Greg Oden,2012-02-20,2012,"['microfracture', 'surgery', 'on', 'left', 'knee', '(', 'out', 'indefinitely', ')']","['left', 'knee']","['microfracture', 'surgery']",['indefinitely'],odengr01
1347,1365,2012-02-20,Knicks,sore left elbow (DNP),Bill Walker,2012-02-20,2012,"['sore', 'left', 'elbow', '(', 'dnp', ')']","['left', 'elbow']",['sore'],['dnp'],
1351,1369,2012-02-20,Nuggets,strained lower back (DNP),Rudy Fernandez,2012-02-20,2012,"['strained', 'lower', 'back', '(', 'dnp', ')']",['back'],['strained'],['dnp'],
1355,1373,2012-02-20,Warriors,flu-like symptoms (DNP),Andris Biedrins,2012-02-20,2012,"['flu-like', 'symptoms', '(', 'dnp', ')']",[],[],['dnp'],
1374,1392,2012-02-22,Knicks,sore left elbow (DNP),Bill Walker,2012-02-22,2012,"['sore', 'left', 'elbow', '(', 'dnp', ')']","['left', 'elbow']",['sore'],['dnp'],
1380,1398,2012-02-22,Nuggets,strained lower back (DNP),Rudy Fernandez,2012-02-22,2012,"['strained', 'lower', 'back', '(', 'dnp', ')']",['back'],['strained'],['dnp'],
1388,1406,2012-02-23,Knicks,sore left elbow (DNP),Bill Walker,2012-02-23,2012,"['sore', 'left', 'elbow', '(', 'dnp', ')']","['left', 'elbow']",['sore'],['dnp'],
1390,1408,2012-02-23,Nuggets,strained lower back (DNP),Rudy Fernandez,2012-02-23,2012,"['strained', 'lower', 'back', '(', 'dnp', ')']",['back'],['strained'],['dnp'],
1407,1426,2012-02-29,Hawks,illness (DNP),Vladimir Radmanovic,2012-02-29,2012,"['illness', '(', 'dnp', ')']",[],['illness'],['dnp'],
1413,1432,2012-02-29,Nuggets,strained lower back (DNP),Rudy Fernandez,2012-02-29,2012,"['strained', 'lower', 'back', '(', 'dnp', ')']",['back'],['strained'],['dnp'],
1425,1444,2012-03-02,Nuggets,strained lower back (DNP),Rudy Fernandez,2012-03-02,2012,"['strained', 'lower', 'back', '(', 'dnp', ')']",['back'],['strained'],['dnp'],
1441,1460,2012-03-04,Nuggets,strained lower back (DNP) (P),Rudy Fernandez,2012-03-04,2012,"['strained', 'lower', 'back', '(', 'dnp', ')', '(', 'p', ')']",['back'],['strained'],['dnp'],
1448,1467,2012-03-05,Nuggets,strained lower back (DNP) (P),Rudy Fernandez,2012-03-05,2012,"['strained', 'lower', 'back', '(', 'dnp', ')', '(', 'p', ')']",['back'],['strained'],['dnp'],
1462,1481,2012-03-07,Cavaliers,fractured bone in right wrist (DNP) (F),Anderson Varejao,2012-03-07,2012,"['fractured', 'bone', 'in', 'right', 'wrist', '(', 'dnp', ')', '(', 'f', ')']","['bone', 'right', 'wrist']",['fractured'],['dnp'],
1467,1486,2012-03-07,Hornets,sore left foot (DNP),Gustavo Ayon,2012-03-07,2012,"['sore', 'left', 'foot', '(', 'dnp', ')']","['left', 'foot']",['sore'],['dnp'],
1480,1499,2012-03-09,Cavaliers,fractured bone in right wrist (DNP) (F),Anderson Varejao,2012-03-09,2012,"['fractured', 'bone', 'in', 'right', 'wrist', '(', 'dnp', ')', '(', 'f', ')']","['bone', 'right', 'wrist']",['fractured'],['dnp'],
1512,1531,2012-03-11,Cavaliers,fractured bone in right wrist (DNP) (F),Anderson Varejao,2012-03-11,2012,"['fractured', 'bone', 'in', 'right', 'wrist', '(', 'dnp', ')', '(', 'f', ')']","['bone', 'right', 'wrist']",['fractured'],['dnp'],
1529,1548,2012-03-13,Cavaliers,fractured bone in right wrist (DNP) (F),Anderson Varejao,2012-03-13,2012,"['fractured', 'bone', 'in', 'right', 'wrist', '(', 'dnp', ')', '(', 'f', ')']","['bone', 'right', 'wrist']",['fractured'],['dnp'],
1538,1558,2012-03-14,Cavaliers,fractured bone in right wrist (DNP) (F),Anderson Varejao,2012-03-14,2012,"['fractured', 'bone', 'in', 'right', 'wrist', '(', 'dnp', ')', '(', 'f', ')']","['bone', 'right', 'wrist']",['fractured'],['dnp'],
1576,1597,2012-03-17,Raptors,sprained right ankle (DNP) (F),Jose Calderon,2012-03-17,2012,"['sprained', 'right', 'ankle', '(', 'dnp', ')', '(', 'f', ')']","['right', 'ankle']",['sprained'],['dnp'],
1581,1602,2012-03-18,Hawks,back injury (DNP),Vladimir Radmanovic,2012-03-18,2012,"['back', 'injury', '(', 'dnp', ')']",['back'],['injury'],['dnp'],
1582,1603,2012-03-18,Hawks,sore back (DNP),Vladimir Radmanovic,2012-03-18,2012,"['sore', 'back', '(', 'dnp', ')']",['back'],['sore'],['dnp'],
1586,1607,2012-03-19,Hawks,sore back (DNP),Vladimir Radmanovic,2012-03-19,2012,"['sore', 'back', '(', 'dnp', ')']",['back'],['sore'],['dnp'],
1599,1621,2012-03-21,Hawks,sore back (DNP),Vladimir Radmanovic,2012-03-21,2012,"['sore', 'back', '(', 'dnp', ')']",['back'],['sore'],['dnp'],
1607,1629,2012-03-21,Warriors,strained right groin (DNP),Andris Biedrins,2012-03-21,2012,"['strained', 'right', 'groin', '(', 'dnp', ')']","['right', 'groin']",['strained'],['dnp'],
1617,1639,2012-03-23,Hawks,sore back (DNP),Vladimir Radmanovic,2012-03-23,2012,"['sore', 'back', '(', 'dnp', ')']",['back'],['sore'],['dnp'],
1641,1663,2012-03-24,Spurs,sore hip (DNP) (P),Manu Ginobili,2012-03-24,2012,"['sore', 'hip', '(', 'dnp', ')', '(', 'p', ')']",['hip'],['sore'],['dnp'],
1644,1666,2012-03-24,Warriors,strained right groin (DNP),Andris Biedrins,2012-03-24,2012,"['strained', 'right', 'groin', '(', 'dnp', ')']","['right', 'groin']",['strained'],['dnp'],
1648,1670,2012-03-25,Hawks,back injury (DNP),Vladimir Radmanovic,2012-03-25,2012,"['back', 'injury', '(', 'dnp', ')']",['back'],['injury'],['dnp'],
1653,1675,2012-03-25,Timberwolves,bruised right thigh (DNP),Jose Barea ,2012-03-25,2012,"['bruised', 'right', 'thigh', '(', 'dnp', ')']",['right'],['bruised'],['dnp'],
1654,1676,2012-03-25,Warriors,strained right groin (DNP),Andris Biedrins,2012-03-25,2012,"['strained', 'right', 'groin', '(', 'dnp', ')']","['right', 'groin']",['strained'],['dnp'],
1656,1678,2012-03-25,Wizards,back spasms (DNP),Nene Hilario ,2012-03-25,2012,"['back', 'spasms', '(', 'dnp', ')']",['back'],['spasms'],['dnp'],
1672,1694,2012-03-27,Bucks,back spasms (DNP),Ersan Ilyasova,2012-03-27,2012,"['back', 'spasms', '(', 'dnp', ')']",['back'],['spasms'],['dnp'],
1679,1701,2012-03-27,Timberwolves,bruised right thigh (DNP),Jose Barea ,2012-03-27,2012,"['bruised', 'right', 'thigh', '(', 'dnp', ')']",['right'],['bruised'],['dnp'],
1680,1702,2012-03-27,Warriors,strained right groin (DNP),Andris Biedrins,2012-03-27,2012,"['strained', 'right', 'groin', '(', 'dnp', ')']","['right', 'groin']",['strained'],['dnp'],
1686,1708,2012-03-28,Hawks,sore back (DNP),Vladimir Radmanovic,2012-03-28,2012,"['sore', 'back', '(', 'dnp', ')']",['back'],['sore'],['dnp'],
1697,1719,2012-03-28,Timberwolves,bruised right quadricep (DNP),Jose Barea ,2012-03-28,2012,"['bruised', 'right', 'quadricep', '(', 'dnp', ')']",['right'],['bruised'],['dnp'],
1699,1721,2012-03-28,Warriors,strained right groin (DNP),Andris Biedrins,2012-03-28,2012,"['strained', 'right', 'groin', '(', 'dnp', ')']","['right', 'groin']",['strained'],['dnp'],
1705,1727,2012-03-29,Nuggets,surgery on lower back (out for season),Rudy Fernandez,2012-03-29,2012,"['surgery', 'on', 'lower', 'back', '(', 'out', 'for', 'season', ')']",['back'],['surgery'],['season'],
1712,1734,2012-03-30,Hawks,sore back (DNP),Vladimir Radmanovic,2012-03-30,2012,"['sore', 'back', '(', 'dnp', ')']",['back'],['sore'],['dnp'],
1723,1745,2012-03-30,Timberwolves,bruised right quadricep (DNP),Jose Barea ,2012-03-30,2012,"['bruised', 'right', 'quadricep', '(', 'dnp', ')']",['right'],['bruised'],['dnp'],
1725,1747,2012-03-30,Warriors,strained right groin (DNP),Andris Biedrins,2012-03-30,2012,"['strained', 'right', 'groin', '(', 'dnp', ')']","['right', 'groin']",['strained'],['dnp'],
1728,1750,2012-03-31,Grizzlies,sore right ankle (DNP),Mike Conley Jr.,2012-03-31,2012,"['sore', 'right', 'ankle', '(', 'dnp', ')']","['right', 'ankle']",['sore'],['dnp'],
1730,1752,2012-03-31,Hawks,back injury (DNP),Vladimir Radmanovic,2012-03-31,2012,"['back', 'injury', '(', 'dnp', ')']",['back'],['injury'],['dnp'],
1750,1772,2012-04-01,Timberwolves,strained right hamstring (DNP),Darko Milicic,2012-04-01,2012,"['strained', 'right', 'hamstring', '(', 'dnp', ')']","['right', 'hamstring']",['strained'],['dnp'],
1751,1773,2012-04-01,Timberwolves,bruised right quadricep (DNP),Jose Barea ,2012-04-01,2012,"['bruised', 'right', 'quadricep', '(', 'dnp', ')']",['right'],['bruised'],['dnp'],
1752,1774,2012-04-01,Wizards,plantar fasciitis in left foot (DNP),Nene Hilario ,2012-04-01,2012,"['plantar', 'fasciitis', 'in', 'left', 'foot', '(', 'dnp', ')']","['plantar', 'left', 'foot']",['fasciitis'],['dnp'],
1754,1776,2012-04-01,Timberwolves,bone spurs in right ankle (DNP),Nikola Pekovic,2012-04-01,2012,"['bone', 'spurs', 'in', 'right', 'ankle', '(', 'dnp', ')']","['bone', 'right', 'ankle']",[],['dnp'],
1760,1782,2012-04-02,Grizzlies,sore right ankle (DNP),Mike Conley Jr.,2012-04-02,2012,"['sore', 'right', 'ankle', '(', 'dnp', ')']","['right', 'ankle']",['sore'],['dnp'],
1766,1788,2012-04-02,Timberwolves,strained right hamstring (DNP),Darko Milicic,2012-04-02,2012,"['strained', 'right', 'hamstring', '(', 'dnp', ')']","['right', 'hamstring']",['strained'],['dnp'],
1767,1789,2012-04-02,Timberwolves,bruised right quadricep (DNP),Jose Barea ,2012-04-02,2012,"['bruised', 'right', 'quadricep', '(', 'dnp', ')']",['right'],['bruised'],['dnp'],
1768,1790,2012-04-02,Wizards,plantar fasciitis in left foot (DNP),Nene Hilario ,2012-04-02,2012,"['plantar', 'fasciitis', 'in', 'left', 'foot', '(', 'dnp', ')']","['plantar', 'left', 'foot']",['fasciitis'],['dnp'],
1771,1793,2012-04-03,Kings,calf injury (DTD),Marcus Thornton ,2012-04-03,2012,"['calf', 'injury', '(', 'dtd', ')']",['calf'],['injury'],['dtd'],
1772,1794,2012-04-03,Knicks,sore left elbow (DNP),Bill Walker,2012-04-03,2012,"['sore', 'left', 'elbow', '(', 'dnp', ')']","['left', 'elbow']",['sore'],['dnp'],
1781,1803,2012-04-04,Hornets,concussion (DNP),Chris Johnson ,2012-04-04,2012,"['concussion', '(', 'dnp', ')']",[],['concussion'],['dnp'],
1790,1812,2012-04-04,Timberwolves,strained right hamstring (DNP),Darko Milicic,2012-04-04,2012,"['strained', 'right', 'hamstring', '(', 'dnp', ')']","['right', 'hamstring']",['strained'],['dnp'],
1791,1813,2012-04-04,Wizards,plantar fasciitis in left foot (DNP),Nene Hilario ,2012-04-04,2012,"['plantar', 'fasciitis', 'in', 'left', 'foot', '(', 'dnp', ')']","['plantar', 'left', 'foot']",['fasciitis'],['dnp'],
1794,1816,2012-04-05,Wizards,plantar fasciitis in left foot (DNP),Nene Hilario ,2012-04-05,2012,"['plantar', 'fasciitis', 'in', 'left', 'foot', '(', 'dnp', ')']","['plantar', 'left', 'foot']",['fasciitis'],['dnp'],
1796,1818,2012-04-06,Bobcats,left knee tendinitis (DNP),D.J. Augustine,2012-04-06,2012,"['left', 'knee', 'tendinitis', '(', 'dnp', ')']","['left', 'knee']",['tendinitis'],['dnp'],
1804,1826,2012-04-06,Hornets,concussion (DNP),Chris Johnson ,2012-04-06,2012,"['concussion', '(', 'dnp', ')']",[],['concussion'],['dnp'],
1806,1828,2012-04-06,Magic,surgery to repair facial fracture (out for season),Hedo Turkoglu,2012-04-06,2012,"['surgery', 'to', 'repair', 'facial', 'fracture', '(', 'out', 'for', 'season', ')']",[],"['surgery', 'fracture']",['season'],
1809,1831,2012-04-06,Raptors,facial injury (DNP),Jose Calderon,2012-04-06,2012,"['facial', 'injury', '(', 'dnp', ')']",[],['injury'],['dnp'],
1812,1834,2012-04-06,Wizards,plantar fasciitis in left foot (DNP),Nene Hilario ,2012-04-06,2012,"['plantar', 'fasciitis', 'in', 'left', 'foot', '(', 'dnp', ')']","['plantar', 'left', 'foot']",['fasciitis'],['dnp'],
1814,1836,2012-04-07,Bobcats,right knee tendinitis (DNP),D.J. Augustine,2012-04-07,2012,"['right', 'knee', 'tendinitis', '(', 'dnp', ')']","['right', 'knee']",['tendinitis'],['dnp'],
1817,1839,2012-04-07,Hornets,concussion (DNP),Chris Johnson ,2012-04-07,2012,"['concussion', '(', 'dnp', ')']",[],['concussion'],['dnp'],
1821,1843,2012-04-07,Magic,recovering from surgery to repair facial fracture (DNP),Hedo Turkoglu,2012-04-07,2012,"['recovering', 'from', 'surgery', 'to', 'repair', 'facial', 'fracture', '(', 'dnp', ')']",[],"['surgery', 'fracture']",['dnp'],
1823,1845,2012-04-07,Timberwolves,strained right hamstring (DNP),Darko Milicic,2012-04-07,2012,"['strained', 'right', 'hamstring', '(', 'dnp', ')']","['right', 'hamstring']",['strained'],['dnp'],
1825,1847,2012-04-08,Kings,concussion (DNP),Francisco Garcia,2012-04-08,2012,"['concussion', '(', 'dnp', ')']",[],['concussion'],['dnp'],
1831,1853,2012-04-09,Bobcats,right knee tendinitis (DNP),D.J. Augustine,2012-04-09,2012,"['right', 'knee', 'tendinitis', '(', 'dnp', ')']","['right', 'knee']",['tendinitis'],['dnp'],
1834,1856,2012-04-09,Hornets,concussion (DNP),Chris Johnson ,2012-04-09,2012,"['concussion', '(', 'dnp', ')']",[],['concussion'],['dnp'],
1843,1865,2012-04-09,Spurs,rest (DNP) (P),Manu Ginobili,2012-04-09,2012,"['rest', '(', 'dnp', ')', '(', 'p', ')']",[],['rest'],"['rest', 'dnp']",
1846,1868,2012-04-09,Timberwolves,strained right hamstring (DNP),Darko Milicic,2012-04-09,2012,"['strained', 'right', 'hamstring', '(', 'dnp', ')']","['right', 'hamstring']",['strained'],['dnp'],
1847,1869,2012-04-09,Wizards,plantar fasciitis in left foot (DNP),Nene Hilario ,2012-04-09,2012,"['plantar', 'fasciitis', 'in', 'left', 'foot', '(', 'dnp', ')']","['plantar', 'left', 'foot']",['fasciitis'],['dnp'],
1851,1874,2012-04-10,Kings,concussion (DNP),Francisco Garcia,2012-04-10,2012,"['concussion', '(', 'dnp', ')']",[],['concussion'],['dnp'],
1854,1878,2012-04-10,Wizards,plantar fasciitis in left foot (DNP),Nene Hilario ,2012-04-10,2012,"['plantar', 'fasciitis', 'in', 'left', 'foot', '(', 'dnp', ')']","['plantar', 'left', 'foot']",['fasciitis'],['dnp'],
1863,1887,2012-04-11,Kings,concussion (DNP),Francisco Garcia,2012-04-11,2012,"['concussion', '(', 'dnp', ')']",[],['concussion'],['dnp'],
1873,1897,2012-04-12,Timberwolves,strained right hamstring (DNP),Darko Milicic,2012-04-12,2012,"['strained', 'right', 'hamstring', '(', 'dnp', ')']","['right', 'hamstring']",['strained'],['dnp'],
1895,1919,2012-04-13,Raptors,facial injury (DNP),Jose Calderon,2012-04-13,2012,"['facial', 'injury', '(', 'dnp', ')']",[],['injury'],['dnp'],
